item_id,product_name,category,brand,price,rating,stock,description,image_url
149,Iron Golf,sports-accessories,,49.99,4.41,90,"The Iron Golf is a type of golf club designed for various golf shots. It features a solid metal head and is used for approach shots, chipping, and other golfing techniques.",/products/149.webp
150,Metal Baseball Bat,sports-accessories,,29.99,4.66,16,The Metal Baseball Bat is a durable and lightweight baseball bat made from metal alloys. It is commonly used in baseball games for hitting and batting practice.,/products/150.webp
151,Tennis Ball,sports-accessories,,6.99,4.06,28,The Tennis Ball is a standard ball used in the sport of tennis. It is designed for bouncing and hitting with tennis rackets during matches or practice sessions.,/products/151.webp
152,Tennis Racket,sports-accessories,,49.99,4.03,6,"The Tennis Racket is an essential piece of equipment used in the sport of tennis. It features a frame with strings and a grip, allowing players to hit the tennis ball.",/products/152.webp
153,Volleyball,sports-accessories,,11.99,3.84,0,"The Volleyball is a standard ball used in the sport of volleyball. It is designed for passing, setting, and spiking over the net during volleyball matches.",/products/153.webp
154,Black Sun Glasses,sunglasses,Fashion Shades,29.99,4.41,60,"The Black Sun Glasses are a classic and stylish choice, featuring a sleek black frame and tinted lenses. They provide both UV protection and a fashionable look.",/products/154.webp
155,Classic Sun Glasses,sunglasses,Fashion Shades,24.99,3.86,1,The Classic Sun Glasses offer a timeless design with a neutral frame and UV-protected lenses. These sunglasses are versatile and suitable for various occasions.,/products/155.webp
156,Green and Black Glasses,sunglasses,Fashion Shades,34.99,4.55,24,"The Green and Black Glasses feature a bold combination of green and black colors, adding a touch of vibrancy to your eyewear collection. They are both stylish and eye-catching.",/products/156.webp
157,Party Glasses,sunglasses,Fashion Fun,19.99,2.79,86,"The Party Glasses are designed to add flair to your party outfit. With unique shapes or colorful frames, they're perfect for adding a playful touch to your look during celebrations.",/products/157.webp
158,Sunglasses,sunglasses,Fashion Shades,22.99,3.02,27,The Sunglasses offer a classic and simple design with a focus on functionality. These sunglasses provide essential UV protection while maintaining a timeless look.,/products/158.webp
159,iPad Mini 2021 Starlight,tablets,Apple,499.99,3.18,47,"The iPad Mini 2021 in Starlight is a compact and powerful tablet from Apple. Featuring a stunning Retina display, powerful A-series chip, and a sleek design, it offers a premium tablet experience.",/products/159.webp
160,Samsung Galaxy Tab S8 Plus Grey,tablets,Samsung,599.99,4.68,62,"The Samsung Galaxy Tab S8 Plus in Grey is a high-performance Android tablet by Samsung. With a large AMOLED display, powerful processor, and S Pen support, it's ideal for productivity and entertainment.",/products/160.webp
161,Samsung Galaxy Tab White,tablets,Samsung,349.99,3.72,92,"The Samsung Galaxy Tab in White is a sleek and versatile Android tablet. With a vibrant display, long-lasting battery, and a range of features, it offers a great user experience for various tasks.",/products/161.webp
162,Blue Frock,tops,,29.99,4.17,52,"The Blue Frock is a charming and stylish dress for various occasions. With a vibrant blue color and a comfortable design, it adds a touch of elegance to your wardrobe.",/products/162.webp
163,Girl Summer Dress,tops,,19.99,4.77,43,"The Girl Summer Dress is a cute and breezy dress designed for warm weather. With playful patterns and lightweight fabric, it's perfect for keeping cool and stylish during the summer.",/products/163.webp
164,Gray Dress,tops,,34.99,2.72,55,"The Gray Dress is a versatile and chic option for various occasions. With a neutral gray color, it can be dressed up or down, making it a wardrobe staple for any fashion-forward individual.",/products/164.webp
165,Short Frock,tops,,24.99,3.23,22,"The Short Frock is a playful and trendy dress with a shorter length. Ideal for casual outings or special occasions, it combines style and comfort for a fashionable look.",/products/165.webp
166,Tartan Dress,tops,,39.99,4.05,73,"The Tartan Dress features a classic tartan pattern, bringing a timeless and sophisticated touch to your wardrobe. Perfect for fall and winter, it adds a hint of traditional charm.",/products/166.webp
167,300 Touring,vehicle,Chrysler,28999.99,4.05,54,"The 300 Touring is a stylish and comfortable sedan, known for its luxurious features and smooth performance.",/products/167.webp
168,Charger SXT RWD,vehicle,Dodge,32999.99,2.58,57,"The Charger SXT RWD is a powerful and sporty rear-wheel-drive sedan, offering a blend of performance and practicality.",/products/168.webp
169,Dodge Hornet GT Plus,vehicle,Dodge,24999.99,2.65,82,"The Dodge Hornet GT Plus is a compact and agile hatchback, perfect for urban driving with a touch of sportiness.",/products/169.webp
170,Durango SXT RWD,vehicle,Dodge,36999.99,4.07,95,"The Durango SXT RWD is a spacious and versatile SUV, known for its strong performance and family-friendly features.",/products/170.webp
171,Pacifica Touring,vehicle,Chrysler,31999.99,3.62,53,"The Pacifica Touring is a stylish and well-equipped minivan, offering comfort and convenience for family journeys.",/products/171.webp
172,Blue Women's Handbag,womens-bags,Fashionista,49.99,2.92,76,"The Blue Women's Handbag is a stylish and spacious accessory for everyday use. With a vibrant blue color and multiple compartments, it combines fashion and functionality.",/products/172.webp
173,Heshe Women's Leather Bag,womens-bags,Heshe,129.99,4.92,99,"The Heshe Women's Leather Bag is a luxurious and high-quality leather bag for the sophisticated woman. With a timeless design and durable craftsmanship, it's a versatile accessory.",/products/173.webp
174,Prada Women Bag,womens-bags,Prada,599.99,2.71,75,"The Prada Women Bag is an iconic designer bag that exudes elegance and luxury. Crafted with precision and featuring the Prada logo, it's a statement piece for fashion enthusiasts.",/products/174.webp
175,White Faux Leather Backpack,womens-bags,Urban Chic,39.99,3.36,39,"The White Faux Leather Backpack is a trendy and practical backpack for the modern woman. With a sleek white design and ample storage space, it's perfect for both casual and on-the-go styles.",/products/175.webp
176,Women Handbag Black,womens-bags,Elegance Collection,59.99,2.89,11,"The Women Handbag in Black is a classic and versatile accessory that complements various outfits. With a timeless black color and functional design, it's a must-have in every woman's wardrobe.",/products/176.webp
177,Black Women's Gown,womens-dresses,,129.99,3.64,25,"The Black Women's Gown is an elegant and timeless evening gown. With a sleek black design, it's perfect for formal events and special occasions, exuding sophistication and style.",/products/177.webp
178,Corset Leather With Skirt,womens-dresses,,89.99,3.05,30,"The Corset Leather With Skirt is a bold and edgy ensemble that combines a stylish corset with a matching skirt. Ideal for fashion-forward individuals, it makes a statement at any event.",/products/178.webp
179,Corset With Black Skirt,womens-dresses,,79.99,4.52,33,The Corset With Black Skirt is a chic and versatile outfit that pairs a fashionable corset with a classic black skirt. It offers a trendy and coordinated look for various occasions.,/products/179.webp
180,Dress Pea,womens-dresses,,49.99,4.88,6,"The Dress Pea is a stylish and comfortable dress with a pea pattern. Perfect for casual outings, it adds a playful and fun element to your wardrobe, making it a great choice for day-to-day wear.",/products/180.webp
181,Marni Red & Black Suit,womens-dresses,,179.99,4.48,62,"The Marni Red & Black Suit is a sophisticated and fashion-forward suit ensemble. With a combination of red and black tones, it showcases a modern design for a bold and confident look.",/products/181.webp
182,Green Crystal Earring,womens-jewellery,,29.99,3.96,54,"The Green Crystal Earring is a dazzling accessory that features a vibrant green crystal. With a classic design, it adds a touch of elegance to your ensemble, perfect for formal or special occasions.",/products/182.webp
183,Green Oval Earring,womens-jewellery,,24.99,3.57,73,"The Green Oval Earring is a stylish and versatile accessory with a unique oval shape. Whether for casual or dressy occasions, its green hue and contemporary design make it a standout piece.",/products/183.webp
184,Tropical Earring,womens-jewellery,,19.99,4.40,1,"The Tropical Earring is a fun and playful accessory inspired by tropical elements. Featuring vibrant colors and a lively design, it's perfect for adding a touch of summer to your look.",/products/184.webp
185,Black & Brown Slipper,womens-shoes,Comfort Trends,19.99,2.53,3,"The Black & Brown Slipper is a comfortable and stylish choice for casual wear. Featuring a blend of black and brown colors, it adds a touch of sophistication to your relaxation.",/products/185.webp
186,Calvin Klein Heel Shoes,womens-shoes,Calvin Klein,79.99,4.92,93,"Calvin Klein Heel Shoes are elegant and sophisticated, designed for formal occasions. With a classic design and high-quality materials, they complement your stylish ensemble.",/products/186.webp
187,Golden Shoes Woman,womens-shoes,Fashion Diva,49.99,3.26,88,"The Golden Shoes for Women are a glamorous choice for special occasions. Featuring a golden hue and stylish design, they add a touch of luxury to your outfit.",/products/187.webp
188,Pampi Shoes,womens-shoes,Pampi,29.99,3.05,49,"Pampi Shoes offer a blend of comfort and style for everyday use. With a versatile design, they are suitable for various casual occasions, providing a trendy and relaxed look.",/products/188.webp
189,Red Shoes,womens-shoes,Fashion Express,34.99,3.25,7,"The Red Shoes make a bold statement with their vibrant red color. Whether for a party or a casual outing, these shoes add a pop of color and style to your wardrobe.",/products/189.webp
190,IWC Ingenieur Automatic Steel,womens-watches,IWC,4999.99,2.93,90,"The IWC Ingenieur Automatic Steel watch is a durable and sophisticated timepiece. With a stainless steel case and automatic movement, it combines precision and style for watch enthusiasts.",/products/190.webp
191,Rolex Cellini Moonphase,womens-watches,Rolex,15999.99,3.83,52,"The Rolex Cellini Moonphase watch is a masterpiece of horology. Featuring a moon phase complication, it showcases the craftsmanship and elegance that Rolex is renowned for.",/products/191.webp
192,Rolex Datejust Women,womens-watches,Rolex,10999.99,2.86,4,"The Rolex Datejust Women's watch is an iconic timepiece designed for women. With a timeless design and a date complication, it offers both elegance and functionality.",/products/192.webp
193,Watch Gold for Women,womens-watches,Fashion Gold,799.99,4.24,0,"The Gold Women's Watch is a stunning accessory that combines luxury and style. Featuring a gold-plated case and a chic design, it adds a touch of glamour to any outfit.",/products/193.webp
194,Women's Wrist Watch,womens-watches,Fashion Co.,129.99,3.52,12,"The Women's Wrist Watch is a versatile and fashionable timepiece for everyday wear. With a comfortable strap and a simple yet elegant design, it complements various styles.",/products/194.webp
